Title|Artist|Genre|Media Type|Year|Hours|Minutes|Seconds|Price|Cast|Disc|Ripped|Filename
Heat|Michael Mann|503|12|1995||170||0|Al Pacino, Robert De Niro, Val Kilmer, Tom Sizemore, Diane Venora, Amy Brenneman, Dennis Haysbert, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, William Fichtner, Natalie Portman, Tom Noonan, Jon Voight|1|1|Heat.mp4
Terminator: Dark Fate|James Cameron|508|12|2019||128||0|Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna |1|1|Terminator Dark Fate.mp4
Shazam!|David F. Sandberg|508|12|2019||132||0|Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Djimon Hounsou|1|1|Shazam.mp4
Thank God It's Friday|Robert Klane|502|12|1978||89||0|Jeff Goldblum, Debra Winger, Donna Summer|1|1|Thank God It's Friday.mp4
Escape Room|Adam Robitel|532|12|2019||100||0|Taylor Russell, Logan Miller, Deborah Ann Woll, Jay Ellis, Tyler Labine, Nik Dodani, Yorick van Wageningen|1|1|Escape Room.mp4
Police Academy|Hugh Wilson|502|12|1984||96||0|Steve Guttenberg, Kim Cattrall, Bubba Smith, George Gaynes|1|1|Police Academy.mp4
21 Bridges|Brian Kirk|503|12|2019||100||0|Chadwick Boseman, Sienna Miller, Stephan James, Keith David, Taylor Kitsch, J. K. Simmons|1|1|21 Bridges.mkv
Queen & Slim|Melina Matsoukas|503|12|2019||132||0|Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine, Chloë Sevigny, Flea, Sturgill Simpson, Indya Moore|1|1|Queen & Slim.mp4
Milk Money|Kathleen Kennedy|502|12|1994||110||0|Melanie Griffith, Ed Harris|1|1|Milk Money.mp4
Barely Lethal|Kyle Newman|502|12|2015||98||0|Hailee Steinfeld, Thomas Mann, Sophie Turner, Dove Cameron, Jessica Alba, Samuel L. Jackson|1|1|Barely Lethal.mp4
Bloodshot |David S. F. Wilson|508|12|2020||109||0|Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell, Guy Pearce|1|1|Bloodshot.mp4
Bulletproof 2|Don Michael Paul|502|12|2020||97||0|Faizon Love, Kirk Fox, Tony Todd, Cassie Clare, Jade Hubner, Tuks Tad Lungu, Noa Milan, Jenna Saras, Pearl Thusi, Jenny Umbhau|1|1|Bulletproof 2.mp4
Cadillac Records|Darnell Martin|504|12|2008||109||0|Adrien Brody, Beyoncé Knowles, Jeffrey Wright, Cedric the Entertainer, Mos Def, Columbus Short, Eamonn Walker |1|1|Cadillac Records.mp4
Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask)|Woody Allen|502|12|1972||88||0|Woody Allen, John Carradine, Lou Jacobi, Louise Lasser, Anthony Quayle, Tony Randall, Lynn Redgrave, Burt Reynolds, Gene Wilder|1|1|Everything You Always Wanted to Know About Sex But Were Afraid to Ask.mp4
Falcon Rising|Ernie Barbarash|500|12|2014||100||0|Michael Jai White, Neal McDonough, Laila Ali|1|1|Falcon Rising (2014).mkv
From Paris with Love|Pierre Morel|500|12|2010||92||0|John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden   |1|1|From Paris with Love (2010).mp4
Ghost in the Shell|Rupert Sanders|508|12|2017||106||0|Scarlett Johansson, Michael Carmen Pitt, Pilou Asbæk, Chin Han, Juliette Binoche|1|1|Ghost in the Shell (2017).mp4
Houseguest|Randall Miller|502|12|1995||113||0|Sinbad, Phil Hartman, Jeffrey Jones, Kim Greist|1|1|Houseguest (1995).mp4
How Stella Got Her Groove Back|Kevin Rodney Sullivan|504|12|1998||125||0|Angela Bassett, Taye Diggs, Regina King, Whoopi Goldberg|1|1|How Stella Got Her Groove Back.mp4
Jupiter Ascending|The Wachowskis|508|12|2015||127||0|Channing Tatum, Mila Kunis, Sean Bean, Eddie Redmayne, Douglas Booth|1|1|Jupiter Ascending (2015).mp4
Licence to Kill|Albert R. Broccoli|523|12|1989||133||0|Timothy Dalton, Carey Lowel, Robert Davi, Benicio del Toro, Talisa Soto, Anthony Zerbe|1|1|Licence to Kill.mp4
Love Wedding Repeat|Dean Craig|502|12|2020||100||0|Sam Claflin, Olivia Munn, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa, Freida Pinto|1|1|Love Wedding Repeat (2020).mkv
Not Another Teen Movie|Joel Gallen|502|12|2001||89||0|Chyler Leigh, Chris Evans, Jaime Pressly|1|1|Not Another Teen Movie.mp4
Olympus Has Fallen|Antoine Fuqua|500|12|2013||119||0|Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Robert Forster, Cole Hauser, Finley Jacobsen, Ashley Judd, Melissa Leo, Dylan McDermott, Radha Mitchell, Rick Yune|1|1|Olympus Has Fallen.mp4
The Gentlemen|Guy Ritchie|503|12|2019||113||0|Matthew McConaughey, Charlie Hunnam, Henry Golding, Michelle Dockery, Jeremy Strong, Eddie Marsan, Colin Farrell, Hugh Grant|1|1|The Gentlemen (2019).mp4
The Scorpion King: Book of Souls|Don Michael Paul|525|12|2018||102||0|Zach McGowan, Pearl Thusi, Nathan Jones, Katy Louise Saunders, Mayling Ng, Howard Charles, Inge Beckmann, Peter Mensah|1|1|The Scorpion King Book of Souls (2018).mp4
The Wrong Missy|Tyler Spindel|502|12|2020||90||0|David Spade, Lauren Lapkus, Roman Reigns, Geoff Pierson, Sarah Chalke, Molly Sims|1|1|The Wrong Missy.mp4
Underwater|William Eubank|508|12|2020||95||0|Kristen Stewart, Vincent Cassel, Jessica Henwick, John Gallagher Jr., Mamoudou Athie, T.J. Miller|1|1|Underwater (2020).mp4
6 Underground|Michael Bay|500|12|2019||128||0|Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold, Dave Franco|1|1|6 Underground.mp4
Supergirl|Jeannot Szwarc|508|12|1984||124||0|Faye Dunaway, Helen Slater, Hart Bochner, Peter Cook, Mia Farrow, Marc McClure, Brenda Vaccaro, Peter O'Toole|1|1|Supergirl(1984)..mp4
Bloodsport|Newt Arnold|500|12|1988||92| |0|Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton, Forest Whitaker, Bolo Yeung|1|1|Bloodsport.mp4
Lionheart|Sheldon Lettich|500|12|1991||105||0|Jean-Claude van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan, Brian Thompson|1|1|Lionheart.mp4
Knock Knock|Eli Roth|532|12|2015||99||0|Keanu Reeves, Ana de Armas, Lorenza Izzo, Aaron Burns, Ignacia Allamand, Colleen Camp|1|1|Knock Knock.mp4
Trinity Is Still My Name|E.B. Clucher|502|12|1971||128||0|Terence Hill, Bud Spencer, Yanti Somer, Dana Ghia, Enzo Tarascio, Emilio Delle Piane, Harry Carey Jr.|1|1|Trinity Is Still My Name.mp4
My Name Is Nobody|Tonino Valerii|502|12|1973||118||0|Terence Hill, Henry Fonda, Jean Martin|1|1|My Name Is Nobody.mp4
Deep Impact|Mimi Leder|508|12|1998||121||0|Robert Duvall, Téa Leoni, Elijah Wood, Vanessa Redgrave, Maximilian Schell, Morgan Freeman|1|1|Deep Impact.mp4
Brightburn|David Yarovesky|506|12|2019||90||0|Elizabeth Banks, David Denman, Jackson A. Dunn, Matt Jones, Meredith Hagner|1|1|Brightburn.mkv
Sniper: Assassin's End|Kaare Andrews|500|12|2020|1|30||0|Chad Michael Collins, Tom Berenger, Sayaka Akimoto|1|1|Sniper Assassin's End (2020).mp4
The High Note|Nisha Ganatra|504|12|2020||113||0|Dakota Johnson, Tracee Ellis Ross, Kelvin Harrison Jr., Zoë Chao, Bill Pullman, Eddie Izzard, Ice Cube|1|1|The High Note (2020).mp4
Lockout |Stephen Saint Leger|508|12|2012||95||0|Guy Pearce, Maggie Grace, Vincent Regan, Joseph Gilgun, Lennie James, Peter Stormare|1|1|Lockout (2012).mp4
Middle Men|George Gallo|504|12|2009||105||0|Luke Wilson, Giovanni Ribisi, Gabriel Macht, James Caan|1|1|Middle Men (2009).mp4
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)|Cathy Yan|508|12|2020||109||0|Margot Robbie, Mary Elizabeth Winstead, Jurnee Smollett-Bell, Rosie Perez, Chris Messina, Ella Jay Basco, Ali Wong, Ewan McGregor|1|1|Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn).mp4
Sugar Hill|Leon Ichaso|503|12|1994||123||0|Wesley Snipes, Michael Wright, Theresa Randle, Clarence Williams III, Abe Vigoda, Ernie Hudson|1|1|Sugar Hill.mp4
Bad Boys for Life|Adil & Bilall|500|12|2020||124||0|Will Smith. Martin Lawrence. Paola Núñez. Vanessa Hudgens. Alexander Ludwig. Charles Melton. Jacob Scipio. Kate del Castillo. Nicky Jam. Joe Pantoliano. Thomas Brag|1|1|Bad Boys for Life.mp4
8MM|Joel Schumacher|532|12|1999||123||0|Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare, Anthony Heald|1|1|8MM (1999).mkv
Snake Eyes|Brian De Palma|532|12|1998||98||0|Nicolas Cage, Gary Sinise, John Heard, Carla Gugino, Stan Shaw, Kevin Dunn|1|1|Snake Eyes (1998).mp4
Deadpool 2|David Leitch|508|12|2018||119||0|Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz, T.J. Miller, Brianna Hildebrand, Jack Kesy|1|1|Deadpool 2 (2018).mkv
Ava|Tate Taylor|500|12|2020||96||0|Jessica Chastain, John Malkovich, Common, Geena Davis, Colin Farrell, Ioan Gruffudd, Joan Chen|1|1|Ava.mp4
Keeping Up with the Joneses|Greg Mottola|502|12|2016||105||0|Zach Galifianakis, Jon Hamm, Isla Fisher, Gal Gadot, Matt Walsh, Maribeth Monroe, Patton Oswalt, Kevin Dunn|1|1|Keeping Up with the Joneses.mp4
The Good Liar|Bill Condon|532|12|2019||109||0|Helen Mirren, Ian McKellen, Russell Tovey, Jim Carter|1|1|The Good Liar (2019).mkv
The Three Musketeers|Stephen Herek|500|12|1993||105||0|Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay|1|1|The Three Musketeers (1993).mp4
Anaconda|Luis Llosa|506|12|1997||89||0|Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Jonathan Hyde, Owen Wilson|1|1|Anaconda (1997).mp4
Darkman III: Die Darkman Die|Bradford May|508|12|1996||87||0|Arnold Vosloo, Jeff Fahey, Darlanne Fluegel, Roxann Dawson|1|1|Darkman III Die Darkman Die (1996).mp4
Bad Trip|Kitao Sakurai|502|12|2020||84||0|Eric André, Lil Rel Howery, Tiffany Haddish|1|1|Bad Trip (2020).mkv
Escape Plan 2: Hades|Steven C. Miller|500|12|2018||96||0|"Sylvester Stallone, Dave Bautista, Huang Xiaoming, Jaime King, Jesse Metcalfe, Wes Chatham, Titus Welliver, Curtis ""50 Cent"" Jackson"|1|1|Escape Plan 2 Hades.mp4
Escape Plan: The Extractors|John Herzfeld|500|12|2019||96||0|Sylvester Stallone, Max Zhang, Dave Bautista, Devon Sawa, Jaime King, Malese Jow, Harry Shum, Jr., Russell Wong, Lydia Hull, Curtis Jackson|1|1|Escape Plan The Extractors.mp4
Jason and the Argonauts|Don Chaffey|525|12|1963||104||0|Todd Armstrong, Nancy Kovack, Honor Blackman, Gary Raymond|1|1|Jason and the Argonauts(1963).mp4
John Tucker Must Die|Betty Thomas|502|12|2006||89||0|Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush, Arielle Kebbel, Jenny McCarthy|1|1|John Tucker Must Die.mp4
Legend |Ridley Scott|525|12|1985||89||0|Tom Cruise, Mia Sara, Tim Curry, David Bennent, Alice Playten, Billy Barty, Cork Hubbert|1|1|Legend (1985).mp4
The Hustle|Chris Addison|502|12|2019||94||0|Anne Hathaway, Rebel Wilson, Alex Sharp, Dean Norris|1|1|The Hustle (2019).mp4
The Hangover Part II|Todd Phillips|502|12|2011||101||0|Bradley Cooper, Ed Helms, Zach Galifianakis, Ken Jeong, Jeffrey Tambor, Justin Bartha, Paul Giamatti|1|1|The Hangover Part II.mp4
Executive Decision|Stuart Baird|500|12|1996||133||0|Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Joe Morton, David Suchet, Steven Seagal|1|1|Executive Decision.mp4
Fifty Shades of Black|Michael Tiddes|502|12|2016||92||0|Marlon Wayans, Kali Hawk, Affion Crockett, Jane Seymour, Andrew Bachelor, Florence Henderson, Jenny Zigrino, Fred Willard, Mike Epps|1|1|Fifty Shades of Black.mp4
10|Blake Edwards|502|12|1979||122||0|Dudley Moore, Julie Andrews, Bo Derek, Robert Webber|1|1|10 (1979).mp4
A Million Ways to Die in the West|Seth MacFarlane|502|12|2014||116||0|Seth MacFarlane, Charlize Theron, Amanda Seyfried, Neil Patrick Harris, Giovanni Ribisi, Sarah Silverman, Liam Neeson|1|1|A Million Ways to Die in the West (2014).mp4
Avengers: Endgame|Anthony Russo|508|12|2019||181||0|Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Brie Larson, Karen Gillan, Danai Gurira, Benedict Wong, Jon Favreau, Bradley Cooper, Gwyneth Paltrow, Josh Brolin|1|1|Avengers Endgame (2019).mp4
Avengers: Infinity War|Anthony Russo|508|12|2018||149||0|Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Benedict Cumberbatch, Don Cheadle, Tom Holland, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Anthony Mackie, Sebastian Stan, Danai Gurira, Letitia Wright, Dave Bautista, Zoe Saldana, Josh Brolin, Chris Pratt|1|1|Avengers Infinity War (2018).mp4
Colors|Dennis Hopper|500|12|1988||120||0|Sean Penn, Robert Duvall, María Conchita Alonso|1|1|Obsessed (2009).mp4
Obsessed|Steve Shill|500|12|2009||108||0|Idris Elba, Beyoncé Knowles, Ali Larter, Bruce McGill, Jerry O'Connell, Christine Lahti|1|1|Obsessed (2009).mp4
Welcome to Sudden Death|Dallas Jackson|500|12|2020||81||0|Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Sémajuste, Gary Owen, Anthony Grant|1|1|Welcome to Sudden Death (2020).mp4
Widows|Steve McQueen|500|12|2018||130||0|Viola Davis, Michelle Rodriguez, Elizabeth Debicki, Cynthia Erivo, Colin Farrell, Brian Tyree Henry, Daniel Kaluuya, Jacki Weaver, Carrie Coon, Robert Duvall, Liam Neeson|1|1|Widows (2018).mp4
Shallow Hal|Peter Farrelly|502|12|2001||113||0|Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli, Susan Ward|1|1|Shallow Hal (2001).mp4
Micki & Maude|Blake Edwards|502|12|1984||118||0|Dudley Moore, Amy Irving, Ann Reinking, Richard Mulligan, George Gaynes, Wallace Shawn|1|1|Micki & Maude.mp4
Tommy Boy|Peter Segal|502|12|1995||97||0|Chris Farley, David Spade, Bo Derek, Brian Dennehy|1|1|Tommy Boy (1995).mp4
Hannibal |Ridley Scott|506|12|2001||132||0|Anthony Hopkins, Julianne Moore, Ray Liotta, Frankie R. Faison, Giancarlo Giannini, Francesca Neri, Gary Oldman|1|1|Hannibal (2001).mp4
Inception|Christopher Nolan|508|12|2010||148||0|Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Elliot Page[a], Tom Hardy, Cillian Murphy, Tom Berenger, Michael Caine|1|1|Inception (2010).mp4
King Kong|Merian C. Cooper|508|12|1933||104||0|Fay Wray, Robert Armstrong, Bruce Cabot|1|1|KingKong (1933).mp4
Monster Hunter|Paul W. S. Anderson|508|12|2020||103||0|"Milla Jovovich, Tony Jaa, Tip ""T. I."" Harris, Meagan Good, Diego Boneta, Josh Helman, Jin Au-Yeung, Ron Perlman"|1|1|Monster Hunter (2020).mp4
Tenet|Christopher Nolan|508|12|2020||150||0|John David Washington, Robert Pattinson, Elizabeth Debicki, Dimple Kapadia, Michael Caine, Kenneth Branagh|1|1|Tenet (2020).mp4
Wonder Woman 1984|Patty Jenkins|508|12|2020||151||0|Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal, Robin Wright, Connie Nielsen|1|1|Wonder Woman 1984 (2020).mp4
Zack Snyder's Justice League| Zack Snyder|508|12|2021||242||0|Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot, Ezra Miller, Jason Momoa, Ray Fisher, Jeremy Irons, Diane Lane, Connie Nielsen, J. K. Simmons|1|1|Zack Snyder's Justice League (2021).mp4
Battleship|Peter Berg|508|12|2012||131||0|Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker, Tadanobu Asano, Liam Neeson|1|1|Battleship (2012).mp4
Coming 2 America|Craig Brewer|502|12|2021||110||0|Eddie Murphy, Arsenio Hall, Jermaine Fowler, Leslie Jones, Tracy Morgan, KiKi Layne, Shari Headley, Teyana Taylor, Wesley Snipes, James Earl Jones|1|1|Coming 2 America (2021).mp4
Cruel Intentions |Roger Kumble|504|12|1999||97||0|Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair|1|1|Cruel Intentions (1999).mp4
Godzilla vs. Kong|Adam Wingard|508|12|2021||113||0|Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry, Shun Oguri, Eiza González, Julian Dennison, Lance Reddick, Kyle Chandler, Demián Bichir|1|1|Godzilla vs. Kong (2021).mp4
Legally Blonde|Robert Luketic|502|12|2001||96||0|Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber, Jennifer Coolidge|1|1|Legally Blonde (2001).mp4
Mars Attacks!|Tim Burton|502|12|1996||106||0|Jack Nicholson, Glenn Close, Pam Grier, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman, Jim Brown, Lisa Marie, Sylvia Sidney, Jack Black|1|1|Mars Attacks (1996).mp4
My Super Ex-Girlfriend|Ivan Reitman|502|12|2006||95||0|Uma Thurman, Luke Wilson, Anna Faris, Eddie Izzard, Rainn Wilson, Wanda Sykes|1|1|My Super Ex-Girlfriend (2006).mp4
New Jack City| Mario Van Peebles|500|12|1991||100||0|Wesley Snipes, Ice-T, Chris Rock, Mario Van Peebles, Judd Nelson|1|1|New Jack City (1991).mp4
Savages|Oliver Stone|500|12|2012||130||0|Taylor Kitsch, Blake Lively, Aaron Johnson, Benicio del Toro, Salma Hayek, John Travolta|1|1|Savages (2012).mp4
A Rage in Harlem|Bill Duke|500|12|1991||115||0|Forest Whitaker, Gregory Hines, Robin Givens, Zakes Mokae, Danny Glover|1|1|A Rage in Harlem (1991).mp4
Abraham Lincoln Vampire Hunter|Timur Bekmambetov|506|12|2012||105||0|Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead, Rufus Sewell, Marton Csokas|1|1|Abraham Lincoln Vampire Hunter (2012).mp4
Black Knight|Gil Junger|502|12|2001||95||0|Martin Lawrence|1|1|Black Knight (2001).mp4
Booty Call|Jeff Pollack|502|12|1997||79||0|Jamie Foxx, Tommy Davidson, Vivica A. Fox, Tamala Jones|1|1|Booty Call (1997).mp4
Fatale|Deon Taylor|500|12|2020||102||0|Hilary Swank, Michael Ealy, Mike Colter, Danny Pino|1|1|Fatale (2020).mp4
Femme Fatale|Brian De Palma|532|12|2002||110||0|Antonio Banderas, Rebecca Romijn-Stamos, Peter Coyote, Gregg Henry|1|1|Femme Fatale (2002).mp4
How to Be a Player|Lionel C. Martin|502|12|1997||93||0|Bill Bellamy, Natalie Desselle, Bernie Mac|1|1|How to Be a Player (1997).mp4
RoboCop 2|Irvin Kershner|500|12|1990||117||0|Peter Weller, Nancy Allen, Daniel O'Herlihy, Tom Noonan, Belinda Bauer, Gabriel Damon|1|1|RoboCop 2 (1990).mp4
The Five Heartbeats|Robert Townsend|508|12|1991||122||0|Robert Townsend, Michael Wright, Leon, Harry J. Lennix, Tico Wells, Harold Nicholas, Diahann Carroll|1|1|The Five Heartbeats (1991).mp4
Thirteen Ghosts|Steve Beck|506|12|2001||91||0|Tony Shalhoub, Embeth Davidtz, Matthew Lillard, Shannon Elizabeth, Rah Digga, F. Murray Abraham|1|1|Thirteen Ghosts.mp4
Vanquish|George Gallo|500|12|2021||96||0|Morgan Freeman, Ruby Rose|1|1|Vanquish (2021).mp4
Free Guy|Shawn Levy|502|12|2021||115||0|Ryan Reynolds, Jodie Comer, Lil Rel Howery, Utkarsh Ambudkar, Joe Keery, Taika Waititi|1|1|Free Guy.mp4
Black Widow|Cate Shortland|508|12|2021||134||0|Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Olga Kurylenko, William Hurt, Ray Winstone, Rachel Weisz|1|1|Black Widow (2021).mp4
Hitman's Wife's Bodyguard|Patrick Hughes|502|12|2021||100||0|Ryan Reynolds, Samuel L. Jackson, Salma Hayek, Frank Grillo, Richard E. Grant, Antonio Banderas, Morgan Freeman|1|1|Hitman's Wife's Bodyguard (2021).mp4
Night Teeth|Adam Randall|508|12|2021||108||0|Jorge Lendeborg Jr., Debby Ryan, Lucy Fry, Raul Castillo, Megan Fox, Alfie Allen|1|1|Night Teeth (2021).mp4
No Time to Die|Cary Joji Fukunaga|523|12|2021||163||0|Daniel Craig, Rami Malek, Léa Seydoux, Lashana Lynch, Ben Whishaw, Naomie Harris, Jeffrey Wright, Christoph Waltz, Ralph Fiennes|1|1|No Time To Die (2021).mp4
Pretty in Pink|Howard Deutch|500|12|1986||96||0|Molly Ringwald, Harry Dean Stanton, Jon Cryer, Annie Potts, James Spader, Andrew McCarthy|1|1|Pretty in Pink (1986).mp4
Red Notice|Rawson Marshall Thurber|502|12|2021||118||0|Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulo|1|1|Red Notice (2021).mp4
The Firm|Sydney Pollack|504|12|1993||154||0|Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Ed Harris, Holly Hunter, Hal Holbrook, David Strathairn|1|1|The Firm (1993).mp4
The Protégé|Martin Campbell|500|12|2021||109||0|Maggie Q, Samuel L. Jackson, Michael Keaton|1|1|The Protégé (2021).mp4
Undisputed |Walter Hill|500|12|2002||93||0|Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker, Jon Seda, Wes Studi, Fisher Stevens, Master P|1|1|Undisputed (2002).mp4
Venom: Let There Be Carnage|Andy Serkis|508|12|2021||97||0|Tom Hardy, Michelle Williams, Naomie Harris, Reid Scott, Stephen Graham, Woody Harrelson|1|1|Venom Let There Be Carnage (2021).mkv
White House Down|Roland Emmerich|500|12|2013||131||0|Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke, Richard Jenkins, James Woods|1|1|White House Down (2013).mp4
Zone 414|Andrew Baird|500|12|2021||98||0|Guy Pearce, Matilda Lutz, Jonathan Aris, Travis Fimmel|1|1|Zone 414 (2021).mp4
Eternals |Chloé Zhao|508|12|2021||156||0|Gemma Chan, Richard Madden, Kumail Nanjiani, Lia McHugh, Brian Tyree Henry, Lauren Ridloff, Barry Keoghan, Don Lee, Harish Patel, Kit Harington, Salma Hayek, Angelina Jolie|1|1|Eternals (2021).mp4
Apex|Edward Drake|500|12|2021||94||0|Neal McDonough, Bruce Willis, Corey Large, Alexia Fast|1|1|Apex (2021).mp4
